u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,speed_kph,travel_time,bridge,width,junction,ref,access
3937657014,1679943097,0,390601073,False,,,unclassified,,False,1475.47,"LINESTRING (-75.5110151 6.1825417, -75.51066 6.181896, -75.510583 6.181801, -75.510416 6.181666, -75.51005 6.181494, -75.509996 6.181456, -75.509969 6.181403, -75.509954 6.181269, -75.509962 6.181004, -75.509935 6.180911, -75.509848 6.180798, -75.509771 6.18074, -75.509619 6.180667, -75.509194 6.180501, -75.5089837 6.1803423, -75.5086901 6.1800703, -75.5082531 6.179592, -75.5078062 6.1791123, -75.5075797 6.178877, -75.5072201 6.1783007, -75.5071251 6.1779717, -75.5071162 6.1777103, -75.5070991 6.177481, -75.50704 6.177394, -75.506959 6.17729, -75.506875 6.177226, -75.506609 6.177103, -75.506556 6.177045, -75.5064865 6.176949, -75.5064642 6.1767823, -75.506487 6.17668, -75.506548 6.176597, -75.5066754 6.1765257, -75.5069477 6.1763533, -75.507031 6.176249, -75.50709 6.176158, -75.507134 6.176033, -75.507137 6.175887, -75.507073 6.175609, -75.507004 6.1753427, -75.506681 6.174393, -75.506363 6.1739047, -75.5062794 6.1738033, -75.5061418 6.1736023, -75.505962 6.173238, -75.505815 6.173087, -75.5052739 6.1727643, -75.505059 6.172594, -75.5049388 6.1725103, -75.5048023 6.1724735)",30.0,177.1,,,,,
3937657014,3937714623,0,390607059,False,,,unclassified,,True,2187.022000000001,"LINESTRING (-75.5110151 6.1825417, -75.511132 6.18263, -75.5115 6.182972, -75.511737 6.183119, -75.512273 6.183329, -75.512386 6.183352, -75.512614 6.183354, -75.513008 6.183282, -75.513143 6.18328, -75.513337 6.183317, -75.513513 6.183305, -75.514621 6.183383, -75.514731 6.183403, -75.514877 6.183477, -75.515013 6.183568, -75.515192 6.183741, -75.51524 6.183816, -75.515264 6.183941, -75.515166 6.1842593, -75.5150467 6.1845715, -75.5150277 6.1848323, -75.5150522 6.1849363, -75.5150816 6.1850141, -75.5151184 6.1850547, -75.5152009 6.1850797, -75.5153498 6.1850968, -75.5155354 6.185123, -75.5156408 6.1851435, -75.5156853 6.1851653, -75.5158286 6.1852181, -75.5159622 6.185303, -75.5160525 6.1853655, -75.5161156 6.1853861, -75.516187 6.185399, -75.5162416 6.1853961, -75.5162919 6.185381, -75.5163489 6.1853321, -75.5164012 6.1852935, -75.5164529 6.1852528, -75.5165219 6.1852288, -75.5165974 6.1852317, -75.5166675 6.185244, -75.5167551 6.1852787, -75.516956 6.185408, -75.5171796 6.1856303, -75.5173171 6.1857593, -75.5174271 6.1859227, -75.5174741 6.1860447, -75.517511 6.186145, -75.5174916 6.1861821, -75.517462 6.186197, -75.517405 6.186218, -75.516956 6.186315, -75.5167727 6.1863634, -75.5166013 6.1864427, -75.516501 6.186494, -75.516438 6.186526, -75.516381 6.18658, -75.5163449 6.1866648, -75.516331 6.1867173, -75.5163363 6.186852, -75.5163415 6.1869148, -75.5163429 6.1869761, -75.5163369 6.1870328, -75.5163282 6.1871034, -75.5162979 6.1871741, -75.5162463 6.1872264, -75.5162044 6.1872873, -75.5161414 6.187346, -75.5160104 6.1874974, -75.5158729 6.1877214, -75.5157604 6.1879187, -75.5157213 6.1879954, -75.5157059 6.1880427, -75.5157049 6.1880787, -75.5157125 6.1881261, -75.5157313 6.1881677, -75.5157521 6.188204, -75.515792 6.1882373, -75.5158606 6.1882867, -75.5159392 6.1883, -75.5160351 6.188314, -75.516182 6.1883227, -75.5163351 6.188321, -75.516671 6.1882977, -75.51687 6.188279, -75.5172743 6.188225, -75.5175186 6.1882093, -75.5175553 6.1882167, -75.517593 6.188226, -75.5176391 6.1882394, -75.517676 6.188269, -75.5177041 6.1883034, -75.5177175 6.1883447, -75.5177329 6.188424, -75.5177522 6.188538, -75.5178436 6.1888674, -75.517946 6.189196, -75.5179737 6.1892733, -75.5180136 6.1893307, -75.51803 6.189353, -75.5180525 6.1893813, -75.5181118 6.1894357, -75.5181735 6.1895213, -75.5181917 6.1895567, -75.5182106 6.1895906, -75.5182291 6.1896267, -75.5182375 6.189682, -75.5182433 6.1897393, -75.5182473 6.1898146, -75.518254 6.18988, -75.5182717 6.1899663, -75.5183391 6.1901813, -75.5184216 6.1903666, -75.5185411 6.1907673, -75.5186643 6.1911499, -75.5187294 6.191434, -75.5187985 6.1916833, -75.518817 6.191732, -75.5188487 6.1917733, -75.518898 6.191811, -75.519207 6.192005, -75.5195357 6.192223, -75.5197067 6.1923453, -75.51977 6.192398, -75.5197982 6.1924249, -75.519991 6.19283, -75.5201048 6.193062, -75.5201275 6.1931559, -75.5201356 6.1932523)",30.0,262.4,,,,,
3937657071,9446606980,0,390601075,False,,,unclassified,,True,6.941,"LINESTRING (-75.5163236 6.1953142, -75.5162999 6.195372)",30.0,0.8,,,,,
3937657071,6134203487,0,390607051,False,,,unclassified,,True,129.048,"LINESTRING (-75.5163236 6.1953142, -75.516475 6.195262, -75.5167466 6.1950791, -75.51705 6.194866, -75.5173112 6.1947045)",30.0,15.5,,,,,
3937657071,3937718730,0,390607052,False,,,unclassified,,True,186.10899999999998,"LINESTRING (-75.5163236 6.1953142, -75.5162551 6.1952978, -75.5161541 6.1952454, -75.5159788 6.1951691, -75.5157953 6.1951007, -75.5154537 6.1949792, -75.5151225 6.1948796, -75.5147347 6.1947706)",30.0,22.3,,,,,
3937714623,9903584321,0,390607051,False,,,unclassified,,False,305.63100000000003,"LINESTRING (-75.5201356 6.1932523, -75.5200267 6.193285, -75.519813 6.1933259, -75.519644 6.1933699, -75.519551 6.1934, -75.519455 6.193447, -75.5193617 6.1935072, -75.5192323 6.1936145, -75.5191485 6.1936772, -75.519087 6.193708, -75.5187377 6.1938743, -75.518496 6.1939998, -75.5183673 6.1940658, -75.5182304 6.1941397, -75.5180749 6.1942425, -75.5179266 6.1943443, -75.5176914 6.1944818)",30.0,36.7,,,,,
3937714623,3937657014,0,390607059,False,,,unclassified,,False,2187.022,"LINESTRING (-75.5201356 6.1932523, -75.5201275 6.1931559, -75.5201048 6.193062, -75.519991 6.19283, -75.5197982 6.1924249, -75.51977 6.192398, -75.5197067 6.1923453, -75.5195357 6.192223, -75.519207 6.192005, -75.518898 6.191811, -75.5188487 6.1917733, -75.518817 6.191732, -75.5187985 6.1916833, -75.5187294 6.191434, -75.5186643 6.1911499, -75.5185411 6.1907673, -75.5184216 6.1903666, -75.5183391 6.1901813, -75.5182717 6.1899663, -75.518254 6.18988, -75.5182473 6.1898146, -75.5182433 6.1897393, -75.5182375 6.189682, -75.5182291 6.1896267, -75.5182106 6.1895906, -75.5181917 6.1895567, -75.5181735 6.1895213, -75.5181118 6.1894357, -75.5180525 6.1893813, -75.51803 6.189353, -75.5180136 6.1893307, -75.5179737 6.1892733, -75.517946 6.189196, -75.5178436 6.1888674, -75.5177522 6.188538, -75.5177329 6.188424, -75.5177175 6.1883447, -75.5177041 6.1883034, -75.517676 6.188269, -75.5176391 6.1882394, -75.517593 6.188226, -75.5175553 6.1882167, -75.5175186 6.1882093, -75.5172743 6.188225, -75.51687 6.188279, -75.516671 6.1882977, -75.5163351 6.188321, -75.516182 6.1883227, -75.5160351 6.188314, -75.5159392 6.1883, -75.5158606 6.1882867, -75.515792 6.1882373, -75.5157521 6.188204, -75.5157313 6.1881677, -75.5157125 6.1881261, -75.5157049 6.1880787, -75.5157059 6.1880427, -75.5157213 6.1879954, -75.5157604 6.1879187, -75.5158729 6.1877214, -75.5160104 6.1874974, -75.5161414 6.187346, -75.5162044 6.1872873, -75.5162463 6.1872264, -75.5162979 6.1871741, -75.5163282 6.1871034, -75.5163369 6.1870328, -75.5163429 6.1869761, -75.5163415 6.1869148, -75.5163363 6.186852, -75.516331 6.1867173, -75.5163449 6.1866648, -75.516381 6.18658, -75.516438 6.186526, -75.516501 6.186494, -75.5166013 6.1864427, -75.5167727 6.1863634, -75.516956 6.186315, -75.517405 6.186218, -75.517462 6.186197, -75.5174916 6.1861821, -75.517511 6.186145, -75.5174741 6.1860447, -75.5174271 6.1859227, -75.5173171 6.1857593, -75.5171796 6.1856303, -75.516956 6.185408, -75.5167551 6.1852787, -75.5166675 6.185244, -75.5165974 6.1852317, -75.5165219 6.1852288, -75.5164529 6.1852528, -75.5164012 6.1852935, -75.5163489 6.1853321, -75.5162919 6.185381, -75.5162416 6.1853961, -75.516187 6.185399, -75.5161156 6.1853861, -75.5160525 6.1853655, -75.5159622 6.185303, -75.5158286 6.1852181, -75.5156853 6.1851653, -75.5156408 6.1851435, -75.5155354 6.185123, -75.5153498 6.1850968, -75.5152009 6.1850797, -75.5151184 6.1850547, -75.5150816 6.1850141, -75.5150522 6.1849363, -75.5150277 6.1848323, -75.5150467 6.1845715, -75.515166 6.1842593, -75.515264 6.183941, -75.51524 6.183816, -75.515192 6.183741, -75.515013 6.183568, -75.514877 6.183477, -75.514731 6.183403, -75.514621 6.183383, -75.513513 6.183305, -75.513337 6.183317, -75.513143 6.18328, -75.513008 6.183282, -75.512614 6.183354, -75.512386 6.183352, -75.512273 6.183329, -75.511737 6.183119, -75.5115 6.182972, -75.511132 6.18263, -75.5110151 6.1825417)",30.0,262.4,,,,,
3937718659,5324852092,0,173294204,False,2,,tertiary,,True,5.959,"LINESTRING (-75.5047146 6.1874615, -75.5046827 6.1875047)",60.0,0.4,,,,,
3937718659,8456905798,0,173294204,False,2,,tertiary,,False,481.38599999999997,"LINESTRING (-75.5047146 6.1874615, -75.504777 6.187377, -75.504895 6.187161, -75.505245 6.186665, -75.505282 6.186576, -75.505314 6.186376, -75.505301 6.186244, -75.505139 6.185557, -75.505017 6.185255, -75.504917 6.184888, -75.5049144 6.1846414, -75.504909 6.184143, -75.5049149 6.1839833, -75.5049147 6.1833582)",60.0,28.9,,,,,
3937718659,3937718663,0,390607052,False,,,unclassified,,False,396.78899999999993,"LINESTRING (-75.5047146 6.1874615, -75.504935 6.187495, -75.505286 6.187614, -75.505491 6.18766, -75.505837 6.187824, -75.505919 6.187878, -75.505998 6.187961, -75.5061499 6.1881587, -75.5063 6.188354, -75.506425 6.188436, -75.506703 6.188524, -75.50679 6.18853, -75.506868 6.188513, -75.506948 6.188472, -75.507002 6.188426, -75.507089 6.188302, -75.507314 6.187715, -75.507408 6.187615)",30.0,47.6,,,,,
3937718663,8456917030,0,390607052,False,,,unclassified,,False,118.44699999999999,"LINESTRING (-75.507408 6.187615, -75.50793 6.187386, -75.50837 6.18722, -75.5083995 6.1872132)",30.0,14.2,,,,,
3937718663,3937718659,0,390607052,False,,,unclassified,,True,396.7890000000001,"LINESTRING (-75.507408 6.187615, -75.507314 6.187715, -75.507089 6.188302, -75.507002 6.188426, -75.506948 6.188472, -75.506868 6.188513, -75.50679 6.18853, -75.506703 6.188524, -75.506425 6.188436, -75.5063 6.188354, -75.5061499 6.1881587, -75.505998 6.187961, -75.505919 6.187878, -75.505837 6.187824, -75.505491 6.18766, -75.505286 6.187614, -75.504935 6.187495, -75.5047146 6.1874615)",30.0,47.6,,,,,
3937718663,9857370607,0,1074712925,False,,,residential,,False,286.479,"LINESTRING (-75.507408 6.187615, -75.50733 6.1875421, -75.5073085 6.1874541, -75.5073152 6.1873754, -75.5073635 6.1870474, -75.5074467 6.1868688, -75.5075285 6.1867074, -75.507613 6.1864848, -75.5076988 6.1862634, -75.5077015 6.1861968, -75.5077136 6.1861088, -75.5077256 6.1860568, -75.5078115 6.1859061, -75.507971 6.1856195, -75.5080019 6.1852141)",35.0,29.5,,,,,
3937718663,10866675333,0,1074712925,False,,,residential,,True,230.47800000000004,"LINESTRING (-75.507408 6.187615, -75.5075066 6.1876209, -75.5077833 6.1877273, -75.5082764 6.1879426, -75.5083245 6.1879904, -75.5083486 6.1880765, -75.5084111 6.1881387, -75.5084544 6.1881578, -75.5085627 6.1881985, -75.5086397 6.1882487, -75.5086673 6.1883527, -75.5086685 6.1885285, -75.5086926 6.1885883, -75.5089091 6.188794)",35.0,23.7,,,,,
3937718730,3937657071,0,390607052,False,,,unclassified,,False,186.10899999999995,"LINESTRING (-75.5147347 6.1947706, -75.5151225 6.1948796, -75.5154537 6.1949792, -75.5157953 6.1951007, -75.5159788 6.1951691, -75.5161541 6.1952454, -75.5162551 6.1952978, -75.5163236 6.1953142)",30.0,22.3,,,,,
3937718730,9857352343,0,390607052,False,,,unclassified,,True,1105.1239999999998,"LINESTRING (-75.5147347 6.1947706, -75.514278 6.194623, -75.514044 6.194528, -75.513983 6.194492, -75.513927 6.1944463, -75.5139081 6.1944098, -75.5138986 6.194369, -75.513911 6.194002, -75.5139235 6.1935345, -75.5139308 6.1930673, -75.5139379 6.1925797, -75.5140197 6.1921597, -75.5140384 6.1920663, -75.5140862 6.1919736, -75.5141333 6.1918684, -75.5141582 6.1917986, -75.5141627 6.1917234, -75.5141643 6.1915633, -75.51414 6.191388, -75.5141415 6.1913393, -75.514148 6.191296, -75.5142394 6.1911473, -75.5143172 6.1909773, -75.5143681 6.19087, -75.514408 6.1907586, -75.51445 6.1906366, -75.5145253 6.190502, -75.5145545 6.1904406, -75.51459 6.190368, -75.5146236 6.1902996, -75.5146497 6.1902473, -75.5146612 6.190178, -75.5146631 6.190085, -75.5146457 6.189878, -75.5146364 6.189706, -75.5146477 6.1895647, -75.5146256 6.1894727, -75.5146034 6.189396, -75.5145532 6.1892713, -75.5145114 6.189147, -75.5144968 6.1891007, -75.51449 6.189033, -75.5144955 6.1889647, -75.5145156 6.1888634, -75.514526 6.1887797, -75.514513 6.188691, -75.5144633 6.1885767, -75.5144244 6.1885034, -75.5143866 6.1884287, -75.514289 6.188269, -75.514171 6.188052, -75.5141388 6.1880061, -75.514094 6.187966, -75.513876 6.187769, -75.51371 6.187652, -75.513474 6.187425, -75.5133324 6.1873167, -75.5132114 6.1871943, -75.5128775 6.1869207, -75.5127944 6.1868697, -75.5126068 6.1868037, -75.5125375 6.1867514, -75.5123296 6.18658, -75.5123138 6.1865535)",30.0,132.6,,,,,
3937718761,1841320741,0,"[390607053, 173294206]",False,,,unclassified,,False,515.485,"LINESTRING (-75.4950213 6.1819042, -75.4949945 6.1818315, -75.4949483 6.1817049, -75.4949301 6.1816422, -75.4949161 6.1815902, -75.4948213 6.1812796, -75.4947766 6.1808777, -75.4948014 6.1805743, -75.494821 6.180314, -75.4949286 6.1797867, -75.494976 6.17918, -75.495044 6.178883, -75.495156 6.178506, -75.4952232 6.178206, -75.495283 6.1779183, -75.4953379 6.177725, -75.4953712 6.1775743, -75.4953993 6.177442, -75.4953904 6.177368)",30.0,61.9,,,,,
3937718761,3937718776,0,390607053,False,,,unclassified,,True,1210.4960000000003,"LINESTRING (-75.4950213 6.1819042, -75.4950508 6.1819555, -75.495085 6.1819782, -75.4951394 6.1819882, -75.4952802 6.1820275, -75.4955309 6.1821203, -75.4956101 6.1821555, -75.4956751 6.1821882, -75.49572 6.1822189, -75.4957444 6.1822554, -75.4957496 6.1822955, -75.4957482 6.1823609, -75.4957334 6.1824449, -75.495712 6.1825502, -75.4957093 6.1826355, -75.4957321 6.1826795, -75.495771 6.1827102, -75.495877 6.1827275, -75.496037 6.1827613, -75.4960641 6.1827802, -75.496084 6.182812, -75.496105 6.1828469, -75.4961143 6.1828822, -75.4961452 6.1829729, -75.4961519 6.1830902, -75.4961868 6.1831762, -75.4962129 6.1832862, -75.4962424 6.1834222, -75.4963584 6.1835435, -75.4964543 6.1836468, -75.496514 6.1837022, -75.4965583 6.1837408, -75.4965998 6.1837435, -75.496626 6.1837155, -75.4966474 6.1836735, -75.4966716 6.1836108, -75.496719 6.1835317, -75.4968077 6.1834635, -75.4968868 6.1834368, -75.4969767 6.1834075, -75.4970504 6.1834088, -75.4971229 6.1834155, -75.4971939 6.1834435, -75.497269 6.1835208, -75.4973401 6.1835875, -75.4974327 6.1836848, -75.4975101 6.1837633, -75.4975641 6.1838482, -75.4975887 6.1839807, -75.4975949 6.1840195, -75.4976057 6.1840588, -75.4976311 6.1840855, -75.497664 6.1840968, -75.4977009 6.1841122, -75.4977203 6.1841228, -75.4977465 6.1841335, -75.4978028 6.1841435, -75.4978994 6.1841488, -75.4979483 6.1841535, -75.4980553 6.1841893, -75.49828 6.184299, -75.498359 6.184298, -75.498433 6.184275, -75.498527 6.1842262, -75.4986209 6.1841515, -75.4986759 6.1841275, -75.4987322 6.1841248, -75.4987912 6.1841288, -75.498862 6.184169, -75.4989072 6.1842022, -75.4989414 6.1842495, -75.4989575 6.1842755, -75.498983 6.1843355, -75.4989897 6.1844275, -75.498995 6.1846355, -75.4989789 6.1847808, -75.4989455 6.1849448, -75.4989133 6.1850222, -75.4988126 6.1851808, -75.4987308 6.1852755, -75.4986678 6.1853368, -75.4985847 6.1853755, -75.498461 6.185418, -75.4980354 6.18544, -75.4979704 6.1854781, -75.497945 6.1855155, -75.4979275 6.1855701, -75.4979476 6.1856328, -75.4979973 6.1857235, -75.4980496 6.1858168, -75.4981287 6.1859075, -75.4982105 6.1859781, -75.4983191 6.1860474, -75.4983634 6.1860981, -75.4984024 6.1861513, -75.4984237 6.1862248, -75.4984385 6.1862888, -75.498458 6.186384, -75.498456 6.186536, -75.49842 6.186625, -75.498362 6.18669, -75.4980965 6.1868381, -75.4980093 6.1869114, -75.4979986 6.1869334, -75.4980026 6.1869648, -75.4980268 6.1869921, -75.4980589 6.1870021, -75.4981273 6.1870074, -75.4982266 6.1869941, -75.498428 6.186997, -75.498531 6.187045, -75.4985981 6.1871048, -75.498676 6.187177, -75.499008 6.187352, -75.499094 6.187415, -75.4991377 6.1874697)",30.0,145.3,,,,,
3937718761,9911316801,0,551360139,False,,,unclassified,,True,828.492,"LINESTRING (-75.4950213 6.1819042, -75.4948041 6.1822582, -75.4947136 6.1823995, -75.4946673 6.1824402, -75.4944956 6.1825675, -75.4944433 6.1826502, -75.4944098 6.1827289, -75.4944071 6.1827649, -75.4944165 6.1827982, -75.4944393 6.1828262, -75.4945708 6.1829849, -75.4945909 6.1830235, -75.4946016 6.1830756, -75.4945868 6.1834382, -75.4945774 6.1834662, -75.4945506 6.1834822, -75.4944541 6.1834982, -75.4943722 6.1835248, -75.4941568 6.1837293, -75.4940759 6.1838062, -75.4940531 6.1838608, -75.4940584 6.1841022, -75.4940879 6.1841715, -75.4941631 6.1842729, -75.4941818 6.1843661, -75.4942019 6.1844995, -75.4941858 6.1851675, -75.4942207 6.1852221, -75.4943307 6.1853834, -75.4944366 6.1854915, -75.4944715 6.1855341, -75.4944983 6.1856035, -75.4944782 6.1858035, -75.4944721 6.1858494, -75.4944594 6.1858628, -75.494436 6.1858708, -75.4944125 6.1858668, -75.494395 6.1858515, -75.4943581 6.1857935, -75.494328 6.1857555, -75.4942824 6.1857502, -75.4942502 6.1857755, -75.4942315 6.1858328, -75.4942261 6.1860261, -75.4942033 6.1861021, -75.4941885 6.1861501, -75.4941848 6.1862094, -75.4941858 6.1862728, -75.4942126 6.1863701, -75.4942342 6.1865034, -75.4942415 6.1865534, -75.4942757 6.1866494, -75.4943494 6.1867368, -75.4944541 6.1868394, -75.4945118 6.1869295, -75.4945359 6.1870021, -75.49457 6.1870774, -75.4945989 6.1871467, -75.4946143 6.1872601, -75.494613 6.1873547, -75.4945989 6.1875008, -75.494619 6.1876007, -75.4946807 6.1877101, -75.4947799 6.1878007, -75.4948577 6.1878594, -75.4950509 6.1879101)",30.0,99.4,,,,,
3937718776,3937718761,0,390607053,False,,,unclassified,,False,1210.4959999999996,"LINESTRING (-75.4991377 6.1874697, -75.499094 6.187415, -75.499008 6.187352, -75.498676 6.187177, -75.4985981 6.1871048, -75.498531 6.187045, -75.498428 6.186997, -75.4982266 6.1869941, -75.4981273 6.1870074, -75.4980589 6.1870021, -75.4980268 6.1869921, -75.4980026 6.1869648, -75.4979986 6.1869334, -75.4980093 6.1869114, -75.4980965 6.1868381, -75.498362 6.18669, -75.49842 6.186625, -75.498456 6.186536, -75.498458 6.186384, -75.4984385 6.1862888, -75.4984237 6.1862248, -75.4984024 6.1861513, -75.4983634 6.1860981, -75.4983191 6.1860474, -75.4982105 6.1859781, -75.4981287 6.1859075, -75.4980496 6.1858168, -75.4979973 6.1857235, -75.4979476 6.1856328, -75.4979275 6.1855701, -75.497945 6.1855155, -75.4979704 6.1854781, -75.4980354 6.18544, -75.498461 6.185418, -75.4985847 6.1853755, -75.4986678 6.1853368, -75.4987308 6.1852755, -75.4988126 6.1851808, -75.4989133 6.1850222, -75.4989455 6.1849448, -75.4989789 6.1847808, -75.498995 6.1846355, -75.4989897 6.1844275, -75.498983 6.1843355, -75.4989575 6.1842755, -75.4989414 6.1842495, -75.4989072 6.1842022, -75.498862 6.184169, -75.4987912 6.1841288, -75.4987322 6.1841248, -75.4986759 6.1841275, -75.4986209 6.1841515, -75.498527 6.1842262, -75.498433 6.184275, -75.498359 6.184298, -75.49828 6.184299, -75.4980553 6.1841893, -75.4979483 6.1841535, -75.4978994 6.1841488, -75.4978028 6.1841435, -75.4977465 6.1841335, -75.4977203 6.1841228, -75.4977009 6.1841122, -75.497664 6.1840968, -75.4976311 6.1840855, -75.4976057 6.1840588, -75.4975949 6.1840195, -75.4975887 6.1839807, -75.4975641 6.1838482, -75.4975101 6.1837633, -75.4974327 6.1836848, -75.4973401 6.1835875, -75.497269 6.1835208, -75.4971939 6.1834435, -75.4971229 6.1834155, -75.4970504 6.1834088, -75.4969767 6.1834075, -75.4968868 6.1834368, -75.4968077 6.1834635, -75.496719 6.1835317, -75.4966716 6.1836108, -75.4966474 6.1836735, -75.496626 6.1837155, -75.4965998 6.1837435, -75.4965583 6.1837408, -75.496514 6.1837022, -75.4964543 6.1836468, -75.4963584 6.1835435, -75.4962424 6.1834222, -75.4962129 6.1832862, -75.4961868 6.1831762, -75.4961519 6.1830902, -75.4961452 6.1829729, -75.4961143 6.1828822, -75.496105 6.1828469, -75.496084 6.182812, -75.4960641 6.1827802, -75.496037 6.1827613, -75.495877 6.1827275, -75.495771 6.1827102, -75.4957321 6.1826795, -75.4957093 6.1826355, -75.495712 6.1825502, -75.4957334 6.1824449, -75.4957482 6.1823609, -75.4957496 6.1822955, -75.4957444 6.1822554, -75.49572 6.1822189, -75.4956751 6.1821882, -75.4956101 6.1821555, -75.4955309 6.1821203, -75.4952802 6.1820275, -75.4951394 6.1819882, -75.495085 6.1819782, -75.4950508 6.1819555, -75.4950213 6.1819042)",30.0,145.3,,,,,
3937718776,5324852137,0,551360136,False,,,residential,,True,363.07,"LINESTRING (-75.4991377 6.1874697, -75.4991922 6.1873941, -75.4993075 6.1872087, -75.499463 6.1869634, -75.4995402 6.186778, -75.4997058 6.1864354, -75.4997072 6.1863754, -75.4996857 6.1863128, -75.4996207 6.1862534, -75.499575 6.1862234, -75.4995576 6.1861934, -75.4995597 6.1861667, -75.4995898 6.1861381, -75.4996415 6.1861141, -75.499803 6.1860508, -75.4998533 6.1860208, -75.4998889 6.1859781, -75.4998962 6.1859248, -75.4998735 6.1857581, -75.4998775 6.1856675, -75.4998788 6.1855795, -75.4998896 6.1855155, -75.4999231 6.1854155, -75.4999754 6.1853141, -75.5001175 6.1851381, -75.5001806 6.1850595, -75.5002114 6.1850328, -75.5003066 6.1849128, -75.5003522 6.1848421, -75.5003858 6.1847688)",35.0,37.3,,,,,
3937718897,6090769432,0,390607056,False,,,unclassified,,True,113.205,"LINESTRING (-75.5259605 6.1746666, -75.526023 6.174493, -75.5262726 6.173842, -75.5263217 6.173714)",30.0,13.6,,,,,
3937718897,3937718912,0,390607058,False,,,unclassified,,False,22.722,"LINESTRING (-75.5259605 6.1746666, -75.52591 6.174744, -75.5258459 6.1748362)",30.0,2.7,,,,,
3937718897,4276514950,0,428568061,False,,,residential,,True,511.46299999999997,"LINESTRING (-75.5259605 6.1746666, -75.5261524 6.1747056, -75.5263682 6.174735, -75.5266022 6.1747393, -75.5267847 6.1747383, -75.5271677 6.174887, -75.5274662 6.1750442, -75.5276771 6.1751222, -75.5279592 6.1751421, -75.5286855 6.1751539, -75.5289661 6.1752161, -75.5292228 6.1753062, -75.5293631 6.1753706, -75.529499 6.1754843, -75.5296306 6.1756731, -75.5297644 6.1758039, -75.530125 6.1761519)",35.0,52.6,,,,,
3937718902,5862444411,0,"[390607057, 226320726]",False,,,unclassified,,False,692.5970000000001,"LINESTRING (-75.5346425 6.1611131, -75.534496 6.1611247, -75.5344074 6.1611562, -75.5343597 6.1612163, -75.534331 6.1613322, -75.5343055 6.1616602, -75.5342747 6.1618482, -75.5342304 6.1619869, -75.5341969 6.1621096, -75.5342036 6.1622856, -75.5342505 6.1625016, -75.5342532 6.1625936, -75.5342358 6.1626442, -75.5341707 6.1627082, -75.5341074 6.1627446, -75.533053 6.1631789, -75.5329502 6.1632241, -75.5328962 6.1632714, -75.5328557 6.1633284, -75.5328298 6.1633969, -75.5328239 6.1634593, -75.5328503 6.1636609, -75.5328695 6.1638175, -75.5328593 6.1638943, -75.5328151 6.1639928, -75.5325572 6.1643617, -75.5325133 6.164477, -75.5324999 6.1645583, -75.5324972 6.1646409, -75.5324824 6.164737, -75.5324652 6.1648157, -75.5324349 6.164886, -75.532405 6.1649333, -75.5323443 6.165001, -75.5322403 6.1650724, -75.5319028 6.16524, -75.5317308 6.1653316, -75.5316344 6.1654127, -75.5315658 6.1655113, -75.5314967 6.1656402)",30.0,83.1,,,,,
3937718902,2351692192,0,226320726,False,,,unclassified,,True,328.429,"LINESTRING (-75.5346425 6.1611131, -75.5345652 6.1609502, -75.5345544 6.1608862, -75.534582 6.160827, -75.534625 6.160753, -75.534956 6.160445, -75.5350793 6.1602454, -75.5357307 6.1590766, -75.5359967 6.1586096)",30.0,39.4,,,,,
3937718902,5862444466,0,620509192,False,,,residential,,False,61.608999999999995,"LINESTRING (-75.5346425 6.1611131, -75.5346891 6.1611545, -75.5347409 6.1612596, -75.5349168 6.1615912)",35.0,6.3,,,,,
3937718912,5324852917,0,390607058,False,,,unclassified,,False,318.005,"LINESTRING (-75.5258459 6.1748362, -75.525699 6.174874, -75.525204 6.174938, -75.524743 6.175063, -75.524578 6.175125, -75.524367 6.175249, -75.524223 6.175399, -75.524196 6.17546, -75.524194 6.175545, -75.52426 6.175774, -75.524265 6.175852, -75.52425 6.175956, -75.524171 6.1760847, -75.5239859 6.1764256)",30.0,38.2,,,,,
3937718912,3937718897,0,390607058,False,,,unclassified,,True,22.722,"LINESTRING (-75.5258459 6.1748362, -75.52591 6.174744, -75.5259605 6.1746666)",30.0,2.7,,,,,
3937718912,4276512982,0,923431289,False,,,residential,,True,34.065,"LINESTRING (-75.5258459 6.1748362, -75.525797 6.174935, -75.5257152 6.1751136)",35.0,3.5,,,,,yes
3937718930,8572194152,0,390607058,False,,,unclassified,,True,240.223,"LINESTRING (-75.517446 6.1822502, -75.517452 6.1822235, -75.517913 6.181801, -75.518023 6.181731, -75.518303 6.181674, -75.5184 6.181613, -75.51847 6.181537, -75.518637 6.181265, -75.518728 6.181183, -75.5191411 6.1810315)",30.0,28.8,,,,,
