u,v,geometry,speed_mps,weigth
9371967652,9684562812,"LINESTRING (-75.5755359 6.1626703, -75.5753294 6.1625076)",3.6,9.235
9371967657,9396438957,"LINESTRING (-75.5759382 6.1592115, -75.5760488 6.1592542)",8.3,1.755
9371967659,1863090158,"LINESTRING (-75.5742055 6.1572808, -75.574412 6.1570815, -75.5744838 6.1570308, -75.5745663 6.1570035, -75.5747146 6.1569567, -75.5748539 6.1569041, -75.5749706 6.1568472, -75.5750559 6.1567903, -75.5751423 6.1567334, -75.5752524 6.1567194, -75.575315 6.1567548, -75.5754684 6.1569137, -75.5755083 6.1569991, -75.5755229 6.1570769, -75.5755029 6.1571582)",3.3,64.68
9371967667,9371967670,"LINESTRING (-75.5743557 6.1554568, -75.5743396 6.1553021, -75.5743182 6.1547274)",8.3,10.449
9371967669,9371967670,"LINESTRING (-75.5741344 6.1547221, -75.5743182 6.1547274)",8.3,2.58
9371967670,9371967669,"LINESTRING (-75.5743182 6.1547274, -75.5741344 6.1547221)",8.3,2.58
9371967670,6130024584,"LINESTRING (-75.5743182 6.1547274, -75.5748506 6.1547747)",3.3,19.028
9371967670,9371967667,"LINESTRING (-75.5743182 6.1547274, -75.5743396 6.1553021, -75.5743557 6.1554568)",1.7,52.245
9372002558,3924033279,"LINESTRING (-75.574445 6.1632239, -75.5743768 6.1633528, -75.5742194 6.1636507, -75.574151 6.1637549, -75.573766 6.1641433, -75.573743 6.164169)",4.24,39.156
9372168666,5054023522,"LINESTRING (-75.5807521 6.1522433, -75.5807871 6.15224)",8.3,0.0
9372168667,3924032891,"LINESTRING (-75.5816902 6.1555808, -75.5814062 6.1556658, -75.5813399 6.1556861, -75.5812607 6.1556958, -75.5811404 6.1557028, -75.5810086 6.1557091, -75.5809731 6.1557168, -75.5809446 6.1557318, -75.5809315 6.1557578, -75.5809251 6.1557968, -75.5809302 6.1558664, -75.5809536 6.1559761, -75.5809613 6.1560114, -75.5809667 6.1560374, -75.5809645 6.1560618, -75.5809273 6.1561213)",3.9,41.771
9372168674,3924032937,"LINESTRING (-75.5843698 6.1574968, -75.5841554 6.1577149)",1.9,19.671
9372178497,8474711319,"LINESTRING (-75.5734934 6.165269, -75.5738595 6.1647796, -75.5739266 6.1647676, -75.5739708 6.1647916, -75.573995 6.164865, -75.5740137 6.1649716)",8.3,14.076
9372196396,1863090112,"LINESTRING (-75.5771264 6.1662383, -75.5771189 6.1662281, -75.5771049 6.1662091)",8.3,489.246
9372206374,5529679652,"LINESTRING (-75.5806337 6.1648281, -75.5805968 6.1648096, -75.580555 6.1647943, -75.5805105 6.1647824, -75.5804718 6.164783, -75.5804218 6.164794, -75.5803803 6.1648185, -75.5803484 6.1648523, -75.5803084 6.1649039, -75.5802727 6.1649796, -75.5802465 6.1650696, -75.5802351 6.1651623, -75.5802371 6.165287, -75.5802403 6.165438)",6.700000000000001,19.97
9372206375,5463000912,"LINESTRING (-75.5804024 6.1678747, -75.5803732 6.1678658, -75.5803029 6.167845, -75.5802514 6.1678261, -75.5801759 6.1677824)",8.860000000000001,19.689
9372206375,7407688622,"LINESTRING (-75.5804024 6.1678747, -75.580372 6.1680036, -75.5803319 6.1681471)",6.633333333333333,10.515
9372236023,330634174,"LINESTRING (-75.5915133 6.173025, -75.5915318 6.1731291)",4.2,2.117
9372236023,4060096155,"LINESTRING (-75.5915133 6.173025, -75.591644 6.1730997)",3.9,5.355
9372256798,9372256800,"LINESTRING (-75.5845186 6.1630569, -75.584819 6.1633956)",3.9,15.107
9372256799,9372256800,"LINESTRING (-75.5850229 6.1637023, -75.584819 6.1633956)",8.3,5.904
9372256800,9372256798,"LINESTRING (-75.584819 6.1633956, -75.5845186 6.1630569)",3.9,15.107
9372256800,9372256799,"LINESTRING (-75.584819 6.1633956, -75.5850229 6.1637023)",8.3,5.904
9372256800,1379564563,"LINESTRING (-75.584819 6.1633956, -75.5845428 6.1636249)",8.3,5.76
9372256801,9372256802,"LINESTRING (-75.5853635 6.1629743, -75.5855532 6.1633845)",8.3,7.05
9372256802,9372256801,"LINESTRING (-75.5855532 6.1633845, -75.5853635 6.1629743)",8.3,7.05
9372256802,9372256803,"LINESTRING (-75.5855532 6.1633845, -75.585326 6.1635796)",8.3,4.752
9372256802,9372256807,"LINESTRING (-75.5855532 6.1633845, -75.5856411 6.1633126, -75.5856582 6.1632963, -75.5856733 6.1632783, -75.5856802 6.1632583, -75.5856746 6.1632383, -75.5856478 6.1631823, -75.5854627 6.1627429, -75.5854252 6.1626769)",8.3,345.49
9372256803,9372256802,"LINESTRING (-75.585326 6.1635796, -75.5855532 6.1633845)",8.3,4.752
9372256807,3354180700,"LINESTRING (-75.5854252 6.1626769, -75.5857417 6.1624076)",5.3,10.241
9372256807,1419127566,"LINESTRING (-75.5854252 6.1626769, -75.5851007 6.1628849, -75.5847386 6.1625609)",5.0,29.795
9372256807,9372256802,"LINESTRING (-75.5854252 6.1626769, -75.5854627 6.1627429, -75.5856478 6.1631823, -75.5856746 6.1632383, -75.5856802 6.1632583, -75.5856733 6.1632783, -75.5856582 6.1632963, -75.5856411 6.1633126, -75.5855532 6.1633845)",3.6,360.285
9372774837,3924033279,"LINESTRING (-75.5750814 6.1649412, -75.5747721 6.1648679, -75.5745312 6.164811, -75.5743599 6.1647511, -75.5743008 6.1647175, -75.5742448 6.1646638, -75.5741664 6.1645855, -75.5740768 6.1645024, -75.5740018 6.1644167, -75.5739392 6.1643381, -75.573899 6.1642977, -75.5738276 6.1642359, -75.573743 6.164169)",7.791666666666667,27.741
9372774837,6811543273,"LINESTRING (-75.5750814 6.1649412, -75.5751042 6.1649101, -75.5751108 6.164901)",1.7,5.45
9372774838,9372774837,"LINESTRING (-75.5751878 6.1649967, -75.5750814 6.1649412)",8.9,1.682
9372774838,6816760695,"LINESTRING (-75.5751878 6.1649967, -75.5752145 6.1649739, -75.5752516 6.1649423, -75.5754246 6.1648156, -75.5755332 6.1647223)",8.3,11.762
9372774856,1839422336,"LINESTRING (-75.5787441 6.1656278, -75.5787291 6.1656998)",3.9,2.469
9372774856,9372774838,"LINESTRING (-75.5787441 6.1656278, -75.5787154 6.16562, -75.5784837 6.1655574, -75.5783755 6.165538, -75.5782481 6.165517, -75.5781457 6.1655103, -75.5780493 6.1655165, -75.5779579 6.165545, -75.5778692 6.1655847, -75.5777009 6.1656881, -75.5776196 6.1657516, -75.5774631 6.1658744, -75.5772378 6.166069, -75.5770996 6.1661316, -75.5770205 6.1661571, -75.5769454 6.166165, -75.5768555 6.1661543, -75.5767697 6.1661196, -75.5765168 6.1659504, -75.5762259 6.1657166, -75.5761119 6.1656296, -75.5759141 6.1654821, -75.5755101 6.1651911, -75.5754004 6.1651121, -75.5751878 6.1649967)",9.2875,68.198
9372951299,9375469075,"LINESTRING (-75.5824338 6.173053, -75.582454 6.1731388)",2.5,4.9
9372951299,569680256,"LINESTRING (-75.5824338 6.173053, -75.5823019 6.1727174)",3.9,12.6
9372951300,569680270,"LINESTRING (-75.5817218 6.1733624, -75.5815892 6.1730083)",3.9,13.23
9372951300,9375469085,"LINESTRING (-75.5817218 6.1733624, -75.5817245 6.1734388)",4.2,2.646
9375195922,6914403894,"LINESTRING (-75.5683034 6.1724911, -75.568453 6.1725798, -75.5685132 6.1726283, -75.5685498 6.1726667)",4.8,9.695
9375195922,9375195932,"LINESTRING (-75.5683034 6.1724911, -75.5681484 6.1724163, -75.5679944 6.1723522, -75.5679404 6.1723342)",4.7,10.482
9375195924,3354556494,"LINESTRING (-75.5676572 6.1728402, -75.5676898 6.1728197, -75.5677126 6.1727984, -75.5677629 6.1727463, -75.5677957 6.1726997, -75.5678152 6.172657, -75.5678302 6.1726043, -75.5678487 6.1725263, -75.5678574 6.172453, -75.5678871 6.1721828)",7.5,13.275
9375195924,9375195922,"LINESTRING (-75.5676572 6.1728402, -75.5677099 6.1728283, -75.5677541 6.1728077, -75.567789 6.1727803, -75.5678219 6.1727417, -75.5678447 6.1727036, -75.5678641 6.1726657, -75.5678755 6.1726203, -75.5678835 6.1725614, -75.5679211 6.1725017, -75.5679533 6.172466, -75.5679855 6.1724483, -75.5680277 6.1724384, -75.5680586 6.17244, -75.5681105 6.1724477, -75.5683034 6.1724911)",6.1866666666666665,18.739
9375195932,9392879894,"LINESTRING (-75.5679404 6.1723342, -75.5679513 6.172181, -75.5679593 6.172121, -75.5679707 6.1720543, -75.5679901 6.1719657, -75.5680203 6.1718643, -75.5680738 6.1717602)",3.9,19.093
9375195932,9375195942,"LINESTRING (-75.5679404 6.1723342, -75.5678493 6.1723133, -75.5678131 6.172319, -75.5677855 6.1723348, -75.5677739 6.1723641)",3.9,6.075
9375195932,9375195922,"LINESTRING (-75.5679404 6.1723342, -75.5679944 6.1723522, -75.5681484 6.1724163, -75.5683034 6.1724911)",5.3,9.379
9375195937,9375195945,"LINESTRING (-75.5680451 6.171637, -75.5679864 6.1716396, -75.567965 6.1716436, -75.5679546 6.1716463, -75.5679338 6.1716523, -75.5679174 6.171664)",5.0,3.375
9375195937,9375195947,"LINESTRING (-75.5680451 6.171637, -75.5680311 6.1716026, -75.5680243 6.1715803, -75.5680183 6.1715697, -75.5680079 6.1715513)",3.9,2.893
9375195942,6132646663,"LINESTRING (-75.5677739 6.1723641, -75.5677649 6.1725697, -75.5677531 6.1726453, -75.5677471 6.1726773, -75.567727 6.1727244, -75.5676958 6.1727757, -75.5676616 6.1728163, -75.5676134 6.172856)",7.5,10.125
9375195943,9375195942,"LINESTRING (-75.5678122 6.1721313, -75.5677739 6.1723641)",3.9,7.521
9375195943,9375195932,"LINESTRING (-75.5678122 6.1721313, -75.5678017 6.172221, -75.5678103 6.1722537, -75.5678266 6.1722803, -75.567852 6.1722978, -75.5679404 6.1723342)",3.9,5.381
9375195945,9375195943,"LINESTRING (-75.5679174 6.171664, -75.5678862 6.171737, -75.5678662 6.1717956, -75.5678527 6.1718817, -75.5678122 6.1721313)",5.6,10.935
9375195947,2620511502,"LINESTRING (-75.5680079 6.1715513, -75.567911 6.171589, -75.5678587 6.1716363, -75.5678094 6.1717017, -75.5677726 6.171781, -75.5677508 6.1718397, -75.5677247 6.1719166, -75.5676844 6.172051, -75.5676435 6.1721657, -75.5675999 6.1722683)",6.9,9.331
9375195947,9375195945,"LINESTRING (-75.5680079 6.1715513, -75.567956 6.1715864, -75.5679278 6.171625, -75.5679174 6.171664)",6.099999999999999,3.13
9375195948,9375195947,"LINESTRING (-75.56817 6.1715316, -75.5680881 6.171533, -75.5680354 6.1715417, -75.5680079 6.1715513)",6.900000000000001,2.916
9375364058,6819378702,"LINESTRING (-75.570207 6.1785919, -75.5702543 6.1785939, -75.5702841 6.1785846, -75.5703012 6.1785633, -75.5704494 6.1781226)",3.9,19.035
9375364100,9375364101,"LINESTRING (-75.5692588 6.173669, -75.5693618 6.1736724, -75.5695425 6.1736663, -75.5696525 6.1736663, -75.5697718 6.173669, -75.5698349 6.173665, -75.5698791 6.1736517, -75.5699224 6.173628)",5.214285714285714,19.36
9375364101,2218640189,"LINESTRING (-75.5699224 6.173628, -75.5699703 6.1736743, -75.5700154 6.1737345)",5.6,3.312
9375364101,9375364100,"LINESTRING (-75.5699224 6.173628, -75.5698791 6.1736517, -75.5698349 6.173665, -75.5697718 6.173669, -75.5696525 6.1736663, -75.5695425 6.1736663, -75.5693618 6.1736724, -75.5692588 6.173669)",5.214285714285714,17.86
9375364101,6914403894,"LINESTRING (-75.5699224 6.173628, -75.5698429 6.1735743, -75.5691361 6.1731424, -75.5688271 6.1729426, -75.5687425 6.1728737, -75.5685498 6.1726667)",6.62,36.105
9375469071,569680281,"LINESTRING (-75.5843011 6.1763819, -75.5843494 6.1763884)",4.7,1.297
9375469075,569680266,"LINESTRING (-75.582454 6.1731388, -75.582488 6.1731248)",6.7,0.735
9375469075,9375469076,"LINESTRING (-75.582454 6.1731388, -75.5827011 6.1738229)",6.1,16.237
9375469076,569680268,"LINESTRING (-75.5827011 6.1738229, -75.5820128 6.1740557)",8.3,11.76
9375469076,569680265,"LINESTRING (-75.5827011 6.1738229, -75.5827524 6.1738055)",3.9,1.89
9375469076,9375469077,"LINESTRING (-75.5827011 6.1738229, -75.5828798 6.1743001, -75.582892 6.1743335)",5.3,16.158
9375469077,569680267,"LINESTRING (-75.582892 6.1743335, -75.5829436 6.1743159)",4.7,1.556
9375469077,9375469078,"LINESTRING (-75.582892 6.1743335, -75.5830847 6.1748038)",5.0,13.965
9375469078,569680286,"LINESTRING (-75.5830847 6.1748038, -75.5823847 6.1750358)",5.8,17.22
9375469078,9375469079,"LINESTRING (-75.5830847 6.1748038, -75.5832724 6.1753391)",5.3,14.623
9375469079,569680285,"LINESTRING (-75.5832724 6.1753391, -75.5825761 6.1755676)",7.2,13.739
9375469079,9375469080,"LINESTRING (-75.5832724 6.1753391, -75.5834457 6.1759061)",5.0,16.17
9375469080,569680279,"LINESTRING (-75.5834457 6.1759061, -75.5835175 6.1758819)",4.7,2.075
9375469080,569680282,"LINESTRING (-75.5834457 6.1759061, -75.5835552 6.1761743, -75.5835768 6.1762289, -75.583603 6.1762661, -75.5836357 6.1762866, -75.5836746 6.1762969)",5.6,11.687
9375469085,569680269,"LINESTRING (-75.5817245 6.1734388, -75.5817713 6.1734209)",5.6,1.323
9375469085,9375469086,"LINESTRING (-75.5817245 6.1734388, -75.5819532 6.1740758)",4.2,22.05
9375469086,9397950029,"LINESTRING (-75.5819532 6.1740758, -75.5816167 6.1741897)",3.3,14.333
9375469086,569680268,"LINESTRING (-75.5819532 6.1740758, -75.5820128 6.1740557)",4.4,1.929
9375469086,9375469087,"LINESTRING (-75.5819532 6.1740758, -75.5821307 6.174539, -75.5821454 6.1745765)",4.7,17.305
9375469087,569680284,"LINESTRING (-75.5821454 6.1745765, -75.5822088 6.1745599)",4.4,1.929
9375469087,9375469088,"LINESTRING (-75.5821454 6.1745765, -75.5823275 6.1750546)",5.6,12.569
9375469088,5534404653,"LINESTRING (-75.5823275 6.1750546, -75.5816385 6.1752821)",5.0,19.6
9375469088,9375469089,"LINESTRING (-75.5823275 6.1750546, -75.582516 6.1755874)",5.8,13.23
9375469089,5534404652,"LINESTRING (-75.582516 6.1755874, -75.5818187 6.1758165)",8.1,12.318
9375469089,9375469092,"LINESTRING (-75.582516 6.1755874, -75.582689 6.1761611)",4.4,18.467
9375469092,569680290,"LINESTRING (-75.582689 6.1761611, -75.5827738 6.1761325)",5.0,2.45
9375469092,569680289,"LINESTRING (-75.582689 6.1761611, -75.5827489 6.1762547, -75.582806 6.1763454)",4.4,6.615
9375483773,9375483775,"LINESTRING (-75.5683871 6.171171, -75.5684689 6.1711793)",3.6,2.804
9375483775,9375483773,"LINESTRING (-75.5684689 6.1711793, -75.5683871 6.171171)",3.6,2.804
9375483775,9375195948,"LINESTRING (-75.5684689 6.1711793, -75.5684267 6.1713237, -75.5684173 6.171353, -75.5683999 6.1713797, -75.5683784 6.1713957, -75.5683429 6.171413, -75.5683093 6.171435, -75.5681638 6.1714757, -75.56817 6.1715316)",3.3,21.413
9375483777,9375483781,"LINESTRING (-75.5680298 6.169623, -75.5681779 6.1698303, -75.5682403 6.169899, -75.5683281 6.1699463, -75.5684153 6.169959, -75.5684828 6.1699512)",8.3,12.345
9375483781,9375483775,"LINESTRING (-75.5684828 6.1699512, -75.5685729 6.1701557, -75.5685943 6.1702237, -75.5686028 6.1702929, -75.5685568 6.1708037, -75.5684689 6.1711793)",3.1,51.914
9375483781,9375483777,"LINESTRING (-75.5684828 6.1699512, -75.5684153 6.169959, -75.5683281 6.1699463, -75.5682403 6.169899, -75.5681779 6.1698303, -75.5680298 6.169623)",8.3,12.345
9375739021,330645151,"LINESTRING (-75.5854636 6.1761748, -75.5854198 6.1761876, -75.5853856 6.1761896, -75.5853581 6.1761797, -75.58533 6.1761536, -75.5853172 6.1761036, -75.5852458 6.1752995)",3.9,36.78
9375739021,9395455240,"LINESTRING (-75.5854636 6.1761748, -75.5853889 6.17638, -75.5853433 6.1765051)",4.2,11.466
9376067862,569680259,"LINESTRING (-75.5830206 6.1723537, -75.5828722 6.1719729)",5.0,11.27
9376067862,9376067863,"LINESTRING (-75.5830206 6.1723537, -75.5830284 6.1724246)",4.4,2.205
9376067863,569680256,"LINESTRING (-75.5830284 6.1724246, -75.5823019 6.1727174)",6.7,15.986
9376067863,569680261,"LINESTRING (-75.5830284 6.1724246, -75.583199 6.1728453)",3.9,15.75
9376150239,2218641288,"LINESTRING (-75.5729449 6.1725837, -75.5728409 6.1724683, -75.5728228 6.172405, -75.5728269 6.1723457, -75.572855 6.1722903, -75.5728725 6.172237, -75.5728724 6.1721743, -75.572847 6.172109, -75.572796 6.1720503, -75.5727424 6.172009, -75.5725814 6.171965, -75.572507 6.171973, -75.5724554 6.172013, -75.5724046 6.1720558, -75.5723575 6.1720783, -75.5722972 6.1720717, -75.5720477 6.1719357, -75.5719645 6.1718997, -75.5718881 6.1718984, -75.5718224 6.171933, -75.5716561 6.172097, -75.5716176 6.1721803, -75.5715608 6.1725398)",4.1863636363636365,415.556
9378069666,11049622165,"LINESTRING (-75.5616208 6.1748078, -75.5615616 6.1749716)",5.25,11.386
9378069666,4005366494,"LINESTRING (-75.5616208 6.1748078, -75.5622251 6.1753506, -75.5622804 6.1754491, -75.5623247 6.1755223, -75.5623832 6.1755752, -75.5624588 6.1756036, -75.5625683 6.1756252, -75.5627002 6.175629, -75.5628136 6.1756055, -75.5633036 6.1754319)",2.7399999999999998,90.784
9378069666,1838317747,"LINESTRING (-75.5616208 6.1748078, -75.5615925 6.1747824, -75.5612208 6.1744484)",3.9,15.204
9378069672,2620513304,"LINESTRING (-75.565542 6.173005, -75.5657961 6.1726237, -75.5658268 6.1725637, -75.5658424 6.1725013, -75.5658605 6.1723517)",8.3,10.824
9378069675,6132646831,"LINESTRING (-75.5670333 6.1704903, -75.5668576 6.1705357, -75.566749 6.170545, -75.5666249 6.1705303, -75.5665142 6.170503)",8.3,7.965
9378069676,6132646825,"LINESTRING (-75.5694339 6.170253, -75.5693829 6.1702437, -75.569336 6.1702157, -75.5693118 6.1701583, -75.5692904 6.170041, -75.5692689 6.1699036)",8.3,6.486
9378376229,3924033569,"LINESTRING (-75.5801708 6.175921, -75.5802501 6.1759487, -75.5802874 6.1759607)",8.3,8.911
9378521862,7115995434,"LINESTRING (-75.5716179 6.1704643, -75.5715602 6.1705637, -75.5715039 6.170603, -75.5714355 6.1706043, -75.5712739 6.170553)",2.5,21.62
9378521870,7115995432,"LINESTRING (-75.5711988 6.1708677, -75.5712759 6.170641)",3.3,9.315
9378722354,3657304429,"LINESTRING (-75.5957115 6.1600729, -75.59585 6.1600147, -75.5957052 6.1596816, -75.5954937 6.159293)",3.6,33.757
9378722358,1818499459,"LINESTRING (-75.6006762 6.1595822, -75.6003569 6.159811)",8.3,6.204
9378722359,9378722360,"LINESTRING (-75.5991997 6.1594555, -75.599153 6.1595323, -75.599021 6.1597491, -75.5989019 6.1599449)",1.7,47.415
9378722360,3634744545,"LINESTRING (-75.5989019 6.1599449, -75.599178 6.160131)",3.1,14.228
9378722360,3634753423,"LINESTRING (-75.5989019 6.1599449, -75.5988402 6.1599033, -75.5987454 6.1598394, -75.5986239 6.1597575)",6.099999999999999,9.114
9378722360,9378722359,"LINESTRING (-75.5989019 6.1599449, -75.599021 6.1597491, -75.599153 6.1595323, -75.5991997 6.1594555)",1.7,47.415
9378817020,9378817021,"LINESTRING (-75.5682899 6.15379, -75.568475 6.1537314, -75.5685072 6.1537274, -75.5685461 6.1537287, -75.5687083 6.15385)",2.8,19.188
9378817021,9378817020,"LINESTRING (-75.5687083 6.15385, -75.5685461 6.1537287, -75.5685072 6.1537274, -75.568475 6.1537314, -75.5682899 6.15379)",3.3,15.99
9378817021,9387568725,"LINESTRING (-75.5687083 6.15385, -75.5687204 6.1527727, -75.5687365 6.1526807, -75.5688076 6.1524513)",3.9,41.381
9378817021,7642035035,"LINESTRING (-75.5687083 6.15385, -75.5687083 6.1538994, -75.5687177 6.1539207, -75.5692354 6.1542234)",4.7,16.676
9378817022,7642035035,"LINESTRING (-75.5696552 6.1538127, -75.56958 6.1537887, -75.5695143 6.153802, -75.5694433 6.153854, -75.5693001 6.1540197, -75.5692594 6.1540906, -75.5692354 6.1542234)",5.0,15.54
9378992282,5835188868,"LINESTRING (-75.5631421 6.1543474, -75.5631099 6.1542721)",9.7,0.949
9378992313,7116355217,"LINESTRING (-75.5679721 6.1578368, -75.5679506 6.1578355, -75.5678581 6.1577622, -75.5678326 6.1577662, -75.5677926 6.1578076, -75.5674101 6.1582035, -75.5673552 6.1582528, -75.5672787 6.1582635, -75.56715 6.1582608, -75.5668469 6.1582475, -75.5664924 6.1583324, -75.5664355 6.158346)",5.818181818181818,47.26
9379139592,5835188868,"LINESTRING (-75.561756 6.1563541, -75.5614704 6.1559568, -75.5614704 6.1559248, -75.5614758 6.1559008, -75.5616461 6.1557328, -75.5616622 6.1556981, -75.5616729 6.1554528, -75.5616622 6.1554314, -75.5616099 6.1554101, -75.5615978 6.1553874, -75.5616045 6.1553634, -75.561807 6.1552768, -75.5618526 6.1552501, -75.5620014 6.1551278, -75.5620819 6.1550594, -75.5621329 6.1549807, -75.562145 6.1548714, -75.5621731 6.1546754, -75.5621825 6.1545327, -75.5622321 6.1543647, -75.5623609 6.1541367, -75.562436 6.1540634, -75.5625044 6.1540474, -75.5625795 6.1540474, -75.5626331 6.1540674, -75.5626881 6.1541314, -75.5627806 6.1543394, -75.5628772 6.1543901, -75.5629952 6.1543901, -75.5630583 6.1543767, -75.5630891 6.1543194, -75.5631099 6.1542721)",3.9645161290322584,113.956
9380890996,344794225,"LINESTRING (-75.5482404 6.1601662, -75.5480687 6.1602956, -75.5478635 6.1603809, -75.5478032 6.1604102, -75.5477501 6.1604545, -75.5477187 6.1605099, -75.5476946 6.1605689, -75.5476723 6.1606273, -75.5476557 6.1606876, -75.5476475 6.1607307, -75.5476423 6.1607742, -75.5476376 6.1607968, -75.5476262 6.1608169, -75.5476072 6.1608336, -75.5475855 6.1608467, -75.5475618 6.1608556, -75.5475297 6.1608604, -75.5474974 6.1608577, -75.5474666 6.1608476, -75.5472828 6.1607676, -75.5471786 6.1607188, -75.5470775 6.1606641, -75.5469798 6.1606036, -75.5469019 6.1605494, -75.5468269 6.1604916, -75.5468109 6.1604793, -75.5467993 6.1604628, -75.5467933 6.1604436, -75.5467933 6.1604236, -75.5467987 6.1604059, -75.5468088 6.1603904, -75.5468228 6.1603782, -75.5469355 6.1603196, -75.5470522 6.1602996, -75.547193 6.1602809, -75.5472387 6.160276, -75.5472828 6.1602636, -75.5473152 6.1602489, -75.5473453 6.1602301, -75.5473727 6.1602075, -75.5475993 6.1600835, -75.5477951 6.1599689, -75.5478092 6.1599538, -75.5478188 6.1599356, -75.5478233 6.1599155, -75.547821 6.1598891, -75.5478099 6.1598649, -75.5477375 6.1597955, -75.5476875 6.1597569, -75.5476423 6.1597129, -75.5476033 6.1596655, -75.5475698 6.1596142, -75.5475397 6.1595776, -75.5475068 6.1595435, -75.5474711 6.1595121, -75.547433 6.1594835, -75.5473579 6.1594349, -75.5472882 6.1593669, -75.5472627 6.1593209, -75.5472267 6.1590927, -75.5472168 6.1590647, -75.547203 6.1590475, -75.5471853 6.159035, -75.5471605 6.159029, -75.5471414 6.1590317, -75.5471281 6.1590409, -75.5471165 6.1590642, -75.5471078 6.1591082, -75.5470891 6.1593515, -75.5470763 6.1594222, -75.5470522 6.1595115, -75.5469985 6.1596595, -75.5469794 6.1596887, -75.5469544 6.159713, -75.5469248 6.1597315, -75.5468947 6.1597426, -75.5468617 6.1597499, -75.5468259 6.1597499, -75.5467766 6.1597455, -75.5467246 6.1597329, -75.5466697 6.1597034)",4.3950000000000005,131.806
9381180641,1838322320,"LINESTRING (-75.5665384 6.1562528, -75.5664942 6.1562235, -75.5664673 6.1561861, -75.5663627 6.1557608)",5.0,12.6
9381180643,1838322188,"LINESTRING (-75.5654562 6.1560848, -75.5658089 6.1561234, -75.5658491 6.1561368, -75.5661052 6.1563688, -75.5665344 6.1565781, -75.5666336 6.1566008, -75.5667302 6.1566061, -75.5668592 6.1565931)",3.3,54.18
9381180656,1838322197,"LINESTRING (-75.5648285 6.1548674, -75.5646716 6.1547167, -75.5646676 6.1546954, -75.5648178 6.1545221, -75.5648446 6.1545141, -75.5650565 6.1545394, -75.5654997 6.1539674, -75.5655393 6.15391)",9.7,355.407
9381180677,6821727713,"LINESTRING (-75.5676904 6.153722, -75.5676058 6.1537446, -75.5674651 6.153782, -75.5674249 6.1538154, -75.5673243 6.1540567, -75.5672894 6.1541367, -75.5671982 6.1543087, -75.5671178 6.1544181, -75.5670065 6.1545234, -75.5668817 6.1546247)",3.466666666666667,44.019
9381381592,3314077469,"LINESTRING (-75.5376772 6.1541549, -75.537849 6.1540955)",8.1,2.421
9381381592,3314077475,"LINESTRING (-75.5376772 6.1541549, -75.5377934 6.1542428)",3.3,4.68
9381411551,9381411564,"LINESTRING (-75.5641794 6.1572928, -75.5652684 6.1567821, -75.5653328 6.1567568, -75.5653743 6.1567675, -75.5655836 6.1569355)",3.9,47.25
9381411563,9381411564,"LINESTRING (-75.5652939 6.1571675, -75.5655836 6.1569355)",3.9,11.07
9381411564,9381411563,"LINESTRING (-75.5655836 6.1569355, -75.5652939 6.1571675)",3.9,11.07
9381411564,9381411551,"LINESTRING (-75.5655836 6.1569355, -75.5653743 6.1567675, -75.5653328 6.1567568, -75.5652684 6.1567821, -75.5641794 6.1572928)",3.9,47.25
9381411564,7116355217,"LINESTRING (-75.5655836 6.1569355, -75.5658625 6.1573101, -75.5658692 6.1573448, -75.5658638 6.1573715, -75.5655701 6.1576622, -75.5653918 6.1580902, -75.5653851 6.1581475, -75.5656292 6.1586782, -75.565664 6.1587035, -75.5656882 6.1587048, -75.5657914 6.1585675, -75.5657995 6.1585382, -75.5657901 6.1584102, -75.5658022 6.1583675, -75.5659242 6.1582328, -75.5659577 6.1582208, -75.5661924 6.1582648, -75.5662675 6.1582928, -75.5663748 6.1583368, -75.5664355 6.158346)",3.9,96.12
9381411583,2620518300,"LINESTRING (-75.5601561 6.1586635, -75.5602513 6.1585622, -75.5602889 6.1585568, -75.5604163 6.1585835, -75.5604565 6.1586142, -75.560486 6.1586502, -75.5605397 6.1590262, -75.5605893 6.1591289, -75.5606335 6.1591995, -75.5606829 6.1593133, -75.5606865 6.1594721, -75.5606553 6.15961, -75.5605951 6.159682, -75.560537 6.1597089, -75.5604764 6.1597262, -75.5603948 6.1597155, -75.5603238 6.1596841, -75.5600992 6.1595493, -75.5598867 6.1594781, -75.5597954 6.1594462, -75.5596999 6.1593929, -75.5595737 6.1593344, -75.5595164 6.1593009, -75.5594383 6.1592844, -75.5592685 6.1592627, -75.5591516 6.1592409, -75.5590392 6.159209, -75.5589585 6.1591995, -75.5588744 6.159208, -75.5587261 6.1592459, -75.5586486 6.1592446, -75.5585857 6.1592435, -75.5584463 6.1592122, -75.5582387 6.159149, -75.5581047 6.159106, -75.5580278 6.1590809, -75.5579124 6.1590435, -75.5577582 6.1589675)",5.0,99.8
9381411609,2620518300,"LINESTRING (-75.5599147 6.1570581, -75.5596733 6.1567421, -75.5596344 6.1567288, -75.5595928 6.1567301, -75.55922 6.1569328, -75.5592012 6.1569368, -75.5591422 6.1569355, -75.5590671 6.1569288, -75.5590309 6.1569301, -75.5590054 6.1569501, -75.5589558 6.1571768, -75.558845 6.1574308, -75.558754 6.1576635, -75.5587296 6.1578904, -75.5586742 6.1584088, -75.5586487 6.1591089, -75.5586286 6.1591302, -75.5584395 6.1591449, -75.558414 6.1591422, -75.5578883 6.1589595, -75.5577582 6.1589675)",3.9,456.386
