u,v,u_coords,v_coords,distance_m
6914403894,9375364101,"(-75.5685498, 6.1726667)","(-75.5699224, 6.173628)",155.5329986263559
6914403894,9375195922,"(-75.5685498, 6.1726667)","(-75.5683034, 6.1724911)",27.934938082493357
6926038434,3354556528,"(-75.5720973, 6.1569968)","(-75.5716687, 6.158351)",60.89850945800076
6927544124,5927555380,"(-75.5860551, 6.1750345)","(-75.585955, 6.1749963)",11.223911378955929
6927544124,5919405598,"(-75.5860551, 6.1750345)","(-75.5861044, 6.1749042)",6.5880842255519445
6927580880,5496798838,"(-75.5829271, 6.1838478)","(-75.5828387, 6.1840469)",11.314279031478572
6927580880,8670491988,"(-75.5829271, 6.1838478)","(-75.5832952, 6.183291)",43.90838522925248
6927595289,8086233148,"(-75.5904376, 6.180383)","(-75.5869612, 6.1849366)",408.16587874172774
6927595289,567932589,"(-75.5904376, 6.180383)","(-75.5886288, 6.1791141)",204.96206717445733
6975079756,567911663,"(-75.5920243, 6.174388)","(-75.5930677, 6.174029)",116.89497173789597
6975079756,567758942,"(-75.5920243, 6.174388)","(-75.592491, 6.1739646)",53.40684933193929
6975145409,2957622878,"(-75.5794802, 6.1591437)","(-75.5788795, 6.1592533)",67.12177036944395
6975145409,1863096042,"(-75.5794802, 6.1591437)","(-75.580338, 6.1601085)",99.43910599476493
6975145409,4042668810,"(-75.5794802, 6.1591437)","(-75.5809555, 6.1587188)",165.10223849403684
6975177634,6975177644,"(-75.5730961, 6.1350014)","(-75.5733018, 6.1344419)",27.74025245968649
6975177644,6975177634,"(-75.5733018, 6.1344419)","(-75.5730961, 6.1350014)",27.74025245968649
6975177644,5262699806,"(-75.5733018, 6.1344419)","(-75.5724772, 6.1329509)",100.96123117429163
6975177644,8304903361,"(-75.5733018, 6.1344419)","(-75.5740942, 6.1347518)",88.87001172086804
6975177671,5262699806,"(-75.5714534, 6.1306513)","(-75.5724772, 6.1329509)",130.9736216316176
7113368888,9395327112,"(-75.5700776, 6.1757543)","(-75.5699945, 6.1756903)",9.445373759126074
7113368888,9426423857,"(-75.5700776, 6.1757543)","(-75.5714898, 6.1763316)",158.45169883040987
7113368888,2218639240,"(-75.5700776, 6.1757543)","(-75.5692307, 6.1761776)",95.26538964789295
7115673588,7115673597,"(-75.5675194, 6.1593742)","(-75.5674208, 6.1603302)",28.794553062633963
7115673597,7115673588,"(-75.5674208, 6.1603302)","(-75.5675194, 6.1593742)",28.794553062633963
7115673597,1838322180,"(-75.5674208, 6.1603302)","(-75.5682539, 6.1611318)",95.63263395594886
7115673597,1838322219,"(-75.5674208, 6.1603302)","(-75.5667074, 6.1593635)",84.05533106677265
7115917826,5534334366,"(-75.5807354, 6.1634191)","(-75.5808532, 6.1638868)",18.49460675764693
7115917826,1863092051,"(-75.5807354, 6.1634191)","(-75.5798379, 6.1611103)",118.9905452382979
7115917826,9389580599,"(-75.5807354, 6.1634191)","(-75.5802606, 6.1635236)",53.0786812315168
7115995425,7115995432,"(-75.5714777, 6.1710883)","(-75.5712759, 6.170641)",25.735532624211697
7115995432,9378521870,"(-75.5712759, 6.170641)","(-75.5711988, 6.1708677)",10.670451660730265
7115995432,7115995425,"(-75.5712759, 6.170641)","(-75.5714777, 6.1710883)",25.735532624211697
7115995432,7115995434,"(-75.5712759, 6.170641)","(-75.5712739, 6.170553)",2.4588066466356326
7115995434,7115995432,"(-75.5712739, 6.170553)","(-75.5712759, 6.170641)",2.4588066466356326
7115995434,7115995441,"(-75.5712739, 6.170553)","(-75.5712852, 6.1697707)",21.80445590623354
7115995434,9378521862,"(-75.5712739, 6.170553)","(-75.5716179, 6.1704643)",38.47786318307792
7115995441,5412575746,"(-75.5712852, 6.1697707)","(-75.5704611, 6.1699477)",92.12101981676065
7115995441,7115995434,"(-75.5712852, 6.1697707)","(-75.5712739, 6.170553)",21.80445590623354
7115995441,3572367313,"(-75.5712852, 6.1697707)","(-75.5717955, 6.1692736)",58.617004355329236
7116041301,9387302624,"(-75.5599388, 6.165569)","(-75.5611874, 6.164929)",140.5082473439219
7116041301,9387302645,"(-75.5599388, 6.165569)","(-75.560368, 6.1636342)",72.09752972426125
7116041301,1868216251,"(-75.5599388, 6.165569)","(-75.5597263, 6.1656637)",23.86620147096014
7116355217,1838322174,"(-75.5664355, 6.158346)","(-75.5665411, 6.1587188)",15.704185950807199
7116355217,1838322168,"(-75.5664355, 6.158346)","(-75.5675498, 6.157027)",129.6873743641932
7116355217,9378992313,"(-75.5664355, 6.158346)","(-75.5679721, 6.1578368)",172.10578452023438
7116355217,9381411564,"(-75.5664355, 6.158346)","(-75.5655836, 6.1569355)",102.8788695327931
7118381478,7118381482,"(-75.5729462, 6.173309)","(-75.5714937, 6.1729841)",162.3855625145584
7118381482,2218641288,"(-75.5714937, 6.1729841)","(-75.5715608, 6.1725398)",14.45460920612323
7118381482,2218640204,"(-75.5714937, 6.1729841)","(-75.5722381, 6.1749304)",99.18244502727363
7118381482,7118381478,"(-75.5714937, 6.1729841)","(-75.5729462, 6.173309)",162.3855625145584
7139735514,9388283674,"(-75.529833, 6.1588242)","(-75.529723, 6.1588267)",12.278784791724298
7139735514,5324852780,"(-75.529833, 6.1588242)","(-75.5298038, 6.1587002)",4.753505418678618
7139735517,9388283674,"(-75.5297093, 6.1587228)","(-75.529723, 6.1588267)",3.277816176034883
7172891902,4042669005,"(-75.5754165, 6.145523)","(-75.5754661, 6.1453844)",6.746741113605425
7172891902,3354580848,"(-75.5754165, 6.145523)","(-75.575953, 6.1490939)",115.98851873780714
7172891902,4042668036,"(-75.5754165, 6.145523)","(-75.5762545, 6.1453836)",93.62121172540785
7227190579,9397081180,"(-75.5768626, 6.1750974)","(-75.5769606, 6.1751044)",10.940881012913737
7227190579,3924033550,"(-75.5768626, 6.1750974)","(-75.5754118, 6.1743159)",163.3965534689151
7253690742,1193707942,"(-75.6043072, 6.1580101)","(-75.603817, 6.1588411)",59.38334268406325
7330265569,1863090136,"(-75.5797938, 6.1655361)","(-75.5794161, 6.1650924)",43.92896996087765
7372308903,5301517591,"(-75.5270027, 6.1457511)","(-75.5268806, 6.1460111)",15.4405676965447
7372308903,4553125379,"(-75.5270027, 6.1457511)","(-75.5327067, 6.1467547)",637.3160925609981
7372308903,2316082320,"(-75.5270027, 6.1457511)","(-75.5240323, 6.1434646)",337.6526620964632
7406413564,1378816133,"(-75.5842757, 6.1641881)","(-75.5842111, 6.1641476)",7.298288234209242
7406413564,3924033297,"(-75.5842757, 6.1641881)","(-75.5845403, 6.1643539)",29.89322727723904
7406413564,3924033262,"(-75.5842757, 6.1641881)","(-75.5837424, 6.1638474)",60.27795423617682
7407577529,5054023544,"(-75.5850001, 6.1519126)","(-75.5851519, 6.1522871)",19.88729408419877
7407597047,4048507413,"(-75.5741332, 6.1674289)","(-75.5738601, 6.1677598)",31.844167506277575
7407597047,7407597063,"(-75.5741332, 6.1674289)","(-75.5745582, 6.1674423)",47.44163862662607
7407597053,7407597058,"(-75.5728, 6.1689823)","(-75.5730481, 6.1673543)",53.090361502115876
7407597058,9387791652,"(-75.5730481, 6.1673543)","(-75.5730974, 6.1673341)",5.531683101889944
7407597058,7407597053,"(-75.5730481, 6.1673543)","(-75.5728, 6.1689823)",53.090361502115876
7407597058,1841397049,"(-75.5730481, 6.1673543)","(-75.5725949, 6.1674926)",50.73409189727472
7407597063,1863090182,"(-75.5745582, 6.1674423)","(-75.5769457, 6.1674023)",266.5045085041398
7407597063,7407597047,"(-75.5745582, 6.1674423)","(-75.5741332, 6.1674289)",47.44163862662607
7407611696,3354580860,"(-75.5751569, 6.1507128)","(-75.5751155, 6.1513946)",19.521381150367795
7407611696,3354580850,"(-75.5751569, 6.1507128)","(-75.5756818, 6.1493124)",70.35994850662249
7407611696,9885002797,"(-75.5751569, 6.1507128)","(-75.5746494, 6.1505193)",56.90432544469659
7407688617,7407688619,"(-75.5799501, 6.1680636)","(-75.5799104, 6.1681611)",5.195156040380945
7407688617,2946094148,"(-75.5799501, 6.1680636)","(-75.580317, 6.1681945)",41.11629969925345
7407688619,7407688617,"(-75.5799104, 6.1681611)","(-75.5799501, 6.1680636)",5.195156040380945
7407688619,5529679642,"(-75.5799104, 6.1681611)","(-75.5797808, 6.1684941)",17.176617440076317
7407688622,2946094148,"(-75.5803319, 6.1681471)","(-75.580317, 6.1681945)",2.1221862053754346
7407688622,5463000912,"(-75.5803319, 6.1681471)","(-75.5801759, 6.1677824)",20.151447021790794
7407740875,569680237,"(-75.5819841, 6.1713359)","(-75.5817776, 6.1714165)",23.159051522323765
7408338904,1657066294,"(-75.5788003, 6.1727128)","(-75.5788963, 6.1727556)",10.78181012794067
7408338904,5529679633,"(-75.5788003, 6.1727128)","(-75.5786593, 6.1730397)",18.176149504045842
7411046353,9005199643,"(-75.5777341, 6.1749515)","(-75.5793233, 6.1757942)",178.9343780857259
7411046353,3924033552,"(-75.5777341, 6.1749515)","(-75.5775554, 6.1744205)",24.819634775854517
7411046359,1657066300,"(-75.5805174, 6.1750066)","(-75.5796801, 6.1743224)",95.37982513760312
7411046359,3924033569,"(-75.5805174, 6.1750066)","(-75.5802874, 6.1759607)",36.9198326132177
7642035035,1838322168,"(-75.5692354, 6.1542234)","(-75.5675498, 6.157027)",203.69057556597633
7642035035,9378817022,"(-75.5692354, 6.1542234)","(-75.5696552, 6.1538127)",48.23342401674498
7642035035,9378817021,"(-75.5692354, 6.1542234)","(-75.5687083, 6.15385)",59.747586639736774
7905925789,5301517792,"(-75.5172958, 6.1518937)","(-75.5173158, 6.1519273)",2.4216591658313558
7905925819,4553125276,"(-75.539298, 6.1395195)","(-75.536261, 6.1408775)",341.1098558605675
7905925819,9903288635,"(-75.539298, 6.1395195)","(-75.5395576, 6.1416126)",65.16484468651862
7905925819,9889566520,"(-75.539298, 6.1395195)","(-75.5397056, 6.1416715)",75.30740406270174
7942444006,3499701226,"(-75.5916592, 6.1641213)","(-75.5908776, 6.1639852)",87.32732741842952
7942444006,7942444008,"(-75.5916592, 6.1641213)","(-75.5915988, 6.1637247)",12.919168055457568
7942444008,7942444006,"(-75.5915988, 6.1637247)","(-75.5916592, 6.1641213)",12.919168055457568
8086229071,3914597910,"(-75.592987, 6.1770394)","(-75.591466, 6.1789376)",177.7841762536157
8086233148,8392508924,"(-75.5869612, 6.1849366)","(-75.5861575, 6.185506)",91.09773252661292
8086233148,567932581,"(-75.5869612, 6.1849366)","(-75.5854023, 6.1832947)",179.89664464078538
8121186662,3937718930,"(-75.5218649, 6.1853768)","(-75.517446, 6.1822502)",500.9193784320384
8149483577,8392497847,"(-75.6038287, 6.1636642)","(-75.6032189, 6.1643684)",70.82083755647797
8149483611,9369990339,"(-75.6004122, 6.1713475)","(-75.5996367, 6.1718557)",87.70752362906437
8149483611,9397349342,"(-75.6004122, 6.1713475)","(-75.598785, 6.1726743)",185.3348416877217
8304858499,1838324396,"(-75.5616696, 6.1401315)","(-75.5588124, 6.1402754)",318.95670668749443
8304876614,1378835185,"(-75.5824066, 6.1412146)","(-75.5824382, 6.1411567)",3.87733182373096
8304876614,1378835250,"(-75.5824066, 6.1412146)","(-75.5803705, 6.1445923)",245.91963320500219
8304876614,8304896724,"(-75.5824066, 6.1412146)","(-75.5813134, 6.1403975)",124.1244338538915
8304896724,8304876614,"(-75.5813134, 6.1403975)","(-75.5824066, 6.1412146)",124.1244338538915
8304896895,4042668016,"(-75.5754058, 6.1424051)","(-75.5753153, 6.1426002)",11.46756124525836
8304896895,8304897103,"(-75.5754058, 6.1424051)","(-75.5763486, 6.1417303)",106.8999758629065
8304896895,8304897035,"(-75.5754058, 6.1424051)","(-75.574754, 6.1413076)",78.90265926551332
8304896900,5054023155,"(-75.5785614, 6.137234)","(-75.5786096, 6.1372263)",5.38453601563878
8304896900,8304897035,"(-75.5785614, 6.137234)","(-75.574754, 6.1413076)",439.84248762516984
8304896900,1378835117,"(-75.5785614, 6.137234)","(-75.5783246, 6.1456083)",234.40158472328687
8304896961,8304896987,"(-75.5789865, 6.1503535)","(-75.5791348, 6.1505509)",17.44041781647976
8304896961,5054023359,"(-75.5789865, 6.1503535)","(-75.5790301, 6.1503406)",4.880010994690106
8304896961,8304897091,"(-75.5789865, 6.1503535)","(-75.5782973, 6.1505776)",77.1833012055949
8304896968,8304897089,"(-75.5797631, 6.1503362)","(-75.5796813, 6.1499969)",13.130376963063298
8304896975,1838324528,"(-75.5570394, 6.1312082)","(-75.5544564, 6.1367705)",327.3168981237262
8304896987,8304896961,"(-75.5791348, 6.1505509)","(-75.5789865, 6.1503535)",17.44041781647976
8304896997,3783468969,"(-75.585562, 6.1379034)","(-75.5844953, 6.138477)",120.13236032702166
8304897010,9889420286,"(-75.5652147, 6.1374073)","(-75.5687222, 6.1388438)",393.5570136351952
8304897018,9699675415,"(-75.5834109, 6.151515)","(-75.5846755, 6.1500272)",147.09512828028818
8304897035,8304896900,"(-75.574754, 6.1413076)","(-75.5785614, 6.137234)",439.84248762516984
8304897035,3692459852,"(-75.574754, 6.1413076)","(-75.5747939, 6.1423183)",28.467202550190915
8304897035,8304896895,"(-75.574754, 6.1413076)","(-75.5754058, 6.1424051)",78.90265926551332
8304897055,8304897089,"(-75.5801117, 6.1498242)","(-75.5796813, 6.1499969)",48.28242116739868
8304897089,5054023363,"(-75.5796813, 6.1499969)","(-75.5794861, 6.1500426)",21.826036079056674
8304897089,8304896968,"(-75.5796813, 6.1499969)","(-75.5797631, 6.1503362)",13.130376963063298
8304897089,8304897055,"(-75.5796813, 6.1499969)","(-75.5801117, 6.1498242)",48.28242116739868
8304897091,9687788146,"(-75.5782973, 6.1505776)","(-75.5784515, 6.1508447)",18.74705060690231
8304897091,8304896961,"(-75.5782973, 6.1505776)","(-75.5789865, 6.1503535)",77.1833012055949
8304897091,4042668067,"(-75.5782973, 6.1505776)","(-75.5776186, 6.1505919)",75.76023452533812
8304897103,8304896895,"(-75.5763486, 6.1417303)","(-75.5754058, 6.1424051)",106.8999758629065
8304897113,9687788146,"(-75.5791273, 6.1508337)","(-75.5784515, 6.1508447)",75.43610667488218
8304903361,6975177644,"(-75.5740942, 6.1347518)","(-75.5733018, 6.1344419)",88.87001172086804
8304903541,9426341001,"(-75.5845421, 6.1461576)","(-75.5845156, 6.1484438)",63.62645879141643
8304903541,9869967245,"(-75.5845421, 6.1461576)","(-75.587917, 6.1407975)",405.1147524445906
8304903541,5054023418,"(-75.5845421, 6.1461576)","(-75.5807093, 6.1504781)",444.3775228534147
8304903638,9880728589,"(-75.5776883, 6.1440697)","(-75.5771947, 6.1466826)",91.19981998348604
8304903639,8304903779,"(-75.5694383, 6.1451286)","(-75.5693601, 6.1450857)",8.810253159917112
8304903639,8304903787,"(-75.5694383, 6.1451286)","(-75.569694, 6.144843)",29.628163434179957
8304903639,8304903781,"(-75.5694383, 6.1451286)","(-75.5697906, 6.1452404)",39.44798082656407
8304903744,8304903745,"(-75.5621628, 6.1451843)","(-75.5620699, 6.1452524)",10.541776094035827
8304903744,8304903787,"(-75.5621628, 6.1451843)","(-75.569694, 6.144843)",840.7152850586917
8304903744,8304903779,"(-75.5621628, 6.1451843)","(-75.5693601, 6.1450857)",803.3950756495925
8304903745,8304903744,"(-75.5620699, 6.1452524)","(-75.5621628, 6.1451843)",10.541776094035827
8304903745,6067051284,"(-75.5620699, 6.1452524)","(-75.5615172, 6.1463818)",69.24656073028709
8304903745,1838324516,"(-75.5620699, 6.1452524)","(-75.5613273, 6.1448406)",83.68110814962006
8304903779,8304903639,"(-75.5693601, 6.1450857)","(-75.5694383, 6.1451286)",8.810253159917112
8304903779,8304903744,"(-75.5693601, 6.1450857)","(-75.5621628, 6.1451843)",803.3950756495925
8304903779,9889379564,"(-75.5693601, 6.1450857)","(-75.569004, 6.1454757)",41.20440538748064
8304903781,8304903639,"(-75.5697906, 6.1452404)","(-75.5694383, 6.1451286)",39.44798082656407
8304903781,6132090743,"(-75.5697906, 6.1452404)","(-75.570091, 6.145467)",34.119591963250244
8304903781,8304903787,"(-75.5697906, 6.1452404)","(-75.569694, 6.144843)",15.445791227938866
8304903787,8304903639,"(-75.569694, 6.144843)","(-75.5694383, 6.1451286)",29.628163434179957
8304903787,8304903744,"(-75.569694, 6.144843)","(-75.5621628, 6.1451843)",840.7152850586917
8304903787,8304903781,"(-75.569694, 6.144843)","(-75.5697906, 6.1452404)",15.445791227938866
8304903787,8304903824,"(-75.569694, 6.144843)","(-75.5738407, 6.144375)",463.05402197390526
8304903824,8304903787,"(-75.5738407, 6.144375)","(-75.569694, 6.144843)",463.05402197390526
8304903824,8304903832,"(-75.5738407, 6.144375)","(-75.5745167, 6.144987)",77.3547546317697
8304903824,9869931094,"(-75.5738407, 6.144375)","(-75.5733029, 6.144435)",60.054554352567955
8304903832,8304903824,"(-75.5745167, 6.144987)","(-75.5738407, 6.144375)",77.3547546317697
8304903832,4042669005,"(-75.5745167, 6.144987)","(-75.5754661, 6.1453844)",106.55083156335182
8304903832,9880728555,"(-75.5745167, 6.144987)","(-75.5728805, 6.1462057)",185.7595570969482
8334723539,3657303815,"(-75.5929323, 6.1551928)","(-75.5920184, 6.1572091)",116.38471953508027
8392497847,11014556154,"(-75.6032189, 6.1643684)","(-75.6024435, 6.1673741)",120.23501258053115
8392497847,8392497850,"(-75.6032189, 6.1643684)","(-75.6029593, 6.1645751)",29.5405084521367
8392497850,3887482965,"(-75.6029593, 6.1645751)","(-75.6018512, 6.1658095)",128.35190457507383
8392497857,8392497860,"(-75.6025678, 6.1674911)","(-75.6022798, 6.1681475)",36.954985674901174
8392497857,4944660950,"(-75.6025678, 6.1674911)","(-75.5981464, 6.1733105)",519.3210758993542
8392497860,8149483611,"(-75.6022798, 6.1681475)","(-75.6004122, 6.1713475)",226.6177773803688
8392497880,11935924667,"(-75.5954147, 6.1750865)","(-75.5946685, 6.1756165)",84.58527452424147
8392497885,8086229071,"(-75.5944287, 6.1757822)","(-75.592987, 6.1770394)",164.67550941291617
8392497885,2418103486,"(-75.5944287, 6.1757822)","(-75.593045, 6.1768165)",157.10473319915803
8392497894,8086229071,"(-75.5936334, 6.1766168)","(-75.592987, 6.1770394)",73.10293079673069
8392497894,343189476,"(-75.5936334, 6.1766168)","(-75.5877088, 6.1845906)",697.4627055992205
8392497902,3914597910,"(-75.5915982, 6.1785658)","(-75.591466, 6.1789376)",18.013798447990006
8392497902,6927595289,"(-75.5915982, 6.1785658)","(-75.5904376, 6.180383)",139.0445398136952
8392508924,8392508926,"(-75.5861575, 6.185506)","(-75.5860824, 6.185745)",10.69634464847788
8392508924,11701229210,"(-75.5861575, 6.185506)","(-75.5842607, 6.1869363)",215.42960059340461
8392508926,3011481575,"(-75.5860824, 6.185745)","(-75.5836641, 6.1875684)",274.6585887676425
8424031322,3657303812,"(-75.5934641, 6.1572324)","(-75.5933123, 6.1569603)",18.554537802660402
8424031322,3657303820,"(-75.5934641, 6.1572324)","(-75.59375, 6.1577446)",34.94242728276287
8424031322,5460133923,"(-75.5934641, 6.1572324)","(-75.593444, 6.157906)",18.849128077465714
8456905770,8456905797,"(-75.506933, 6.1821395)","(-75.5053586, 6.1832942)",178.67828852334233
8456905797,8456905798,"(-75.5053586, 6.1832942)","(-75.5049147, 6.1833582)",49.58185314813322
8456905797,8456905770,"(-75.5053586, 6.1832942)","(-75.506933, 6.1821395)",178.67828852334233
8456905797,9857258350,"(-75.5053586, 6.1832942)","(-75.5053452, 6.1821355)",32.420116614710196
8456905798,8456905797,"(-75.5049147, 6.1833582)","(-75.5053586, 6.1832942)",49.58185314813322
8456905798,1841320758,"(-75.5049147, 6.1833582)","(-75.502913, 6.181121)",232.02260334138657
8456905798,3937718659,"(-75.5049147, 6.1833582)","(-75.5047146, 6.1874615)",116.84582396102391
8456917030,6134203003,"(-75.5083995, 6.1872132)","(-75.5108665, 6.1861187)",277.0677304482052
8456917030,3937718663,"(-75.5083995, 6.1872132)","(-75.507408, 6.187615)",111.24262956558596
8456917030,9857806880,"(-75.5083995, 6.1872132)","(-75.5091083, 6.1846782)",106.19609140778232
8458177530,8458177545,"(-75.6013039, 6.1596062)","(-75.6018276, 6.1604198)",62.67141331427216
8458177545,8458177530,"(-75.6018276, 6.1604198)","(-75.6013039, 6.1596062)",62.67141331427216
8458177545,1818499463,"(-75.6018276, 6.1604198)","(-75.6006289, 6.1607941)",134.20701813674916
8474669276,8474669279,"(-75.5375801, 6.1572387)","(-75.5383162, 6.1567755)",83.17538867205431
8474669276,2351692188,"(-75.5375801, 6.1572387)","(-75.5366366, 6.1569637)",105.59576008723174
8474669276,8474669308,"(-75.5375801, 6.1572387)","(-75.5388279, 6.1576742)",139.81243519450655
8474669279,8474669276,"(-75.5383162, 6.1567755)","(-75.5375801, 6.1572387)",83.17538867205431
8474669308,8474669276,"(-75.5388279, 6.1576742)","(-75.5375801, 6.1572387)",139.81243519450655
8474669308,5862444579,"(-75.5388279, 6.1576742)","(-75.5392322, 6.1574221)",45.673712310653535
8474711157,8474711230,"(-75.565782, 6.1485912)","(-75.5663185, 6.1484685)",59.983514934686426
8474711173,8474711193,"(-75.566004, 6.1466158)","(-75.5664533, 6.1475058)",55.93743523568361
8474711174,8474711202,"(-75.5654548, 6.1466071)","(-75.5661931, 6.1474618)",85.77730917157096
8474711193,8474711202,"(-75.5664533, 6.1475058)","(-75.5661931, 6.1474618)",29.070339628295958
8474711193,8474711173,"(-75.5664533, 6.1475058)","(-75.566004, 6.1466158)",55.93743523568361
8474711193,8474711196,"(-75.5664533, 6.1475058)","(-75.5672559, 6.1474778)",89.59270589809654
8474711196,8474711193,"(-75.5672559, 6.1474778)","(-75.5664533, 6.1475058)",89.59270589809654
8474711197,8474711201,"(-75.5661096, 6.1491792)","(-75.5675188, 6.1488165)",157.6239770703278
8474711197,8474711230,"(-75.5661096, 6.1491792)","(-75.5663185, 6.1484685)",30.579141295875306
8474711197,4042668991,"(-75.5661096, 6.1491792)","(-75.5660815, 6.151242)",57.50436657601032
8474711201,8474711197,"(-75.5675188, 6.1488165)","(-75.5661096, 6.1491792)",157.6239770703278
8474711202,8474711193,"(-75.5661931, 6.1474618)","(-75.5664533, 6.1475058)",29.070339628295958
8474711202,8474711174,"(-75.5661931, 6.1474618)","(-75.5654548, 6.1466071)",85.77730917157096
8474711202,8474711230,"(-75.5661931, 6.1474618)","(-75.5663185, 6.1484685)",31.323162150292774
8474711230,8474711157,"(-75.5663185, 6.1484685)","(-75.565782, 6.1485912)",59.983514934686426
8474711230,8474711202,"(-75.5663185, 6.1484685)","(-75.5661931, 6.1474618)",31.323162150292774
8474711230,8474711197,"(-75.5663185, 6.1484685)","(-75.5661096, 6.1491792)",30.579141295875306
8474711309,1839422333,"(-75.5743138, 6.1648227)","(-75.5744919, 6.1648983)",19.99116313035599
8474711309,8474711313,"(-75.5743138, 6.1648227)","(-75.5743327, 6.1650807)",7.481144471573073
8474711313,8474711314,"(-75.5743327, 6.1650807)","(-75.5742648, 6.1651722)",7.995306580489296
8474711313,1839422333,"(-75.5743327, 6.1650807)","(-75.5744919, 6.1648983)",18.480810414577334
8474711314,8474711313,"(-75.5742648, 6.1651722)","(-75.5743327, 6.1650807)",7.995306580489296
8474711314,3046465813,"(-75.5742648, 6.1651722)","(-75.5738393, 6.1674127)",78.36504381278536
8474711314,8474711319,"(-75.5742648, 6.1651722)","(-75.5740137, 6.1649716)",28.57895181455674
8474711319,8474711314,"(-75.5740137, 6.1649716)","(-75.5742648, 6.1651722)",28.57895181455674
8474711319,8474711321,"(-75.5740137, 6.1649716)","(-75.5736972, 6.1653476)",36.84508580466734
8474711319,9372178497,"(-75.5740137, 6.1649716)","(-75.5734934, 6.165269)",58.66433538017105
8474711321,8474711319,"(-75.5736972, 6.1653476)","(-75.5740137, 6.1649716)",36.84508580466734
8474711342,8474711393,"(-75.553641, 6.1639516)","(-75.5546549, 6.1643596)",113.74462068700241
8474711381,8474711393,"(-75.5542566, 6.165261)","(-75.5546549, 6.1643596)",51.060842041595436
8474711393,8474711342,"(-75.5546549, 6.1643596)","(-75.553641, 6.1639516)",113.74462068700241
8474711393,8474711381,"(-75.5546549, 6.1643596)","(-75.5542566, 6.165261)",51.060842041595436
8474711393,3101217094,"(-75.5546549, 6.1643596)","(-75.555473, 6.1640396)",91.75342325967807
8475755781,8475755787,"(-75.535339, 6.172493)","(-75.5354833, 6.1720081)",21.032873723896675
8475755787,8475755781,"(-75.5354833, 6.1720081)","(-75.535339, 6.172493)",21.032873723896675
8475755787,8475755812,"(-75.5354833, 6.1720081)","(-75.5350211, 6.1717717)",52.012097655482094
8475755788,8475755815,"(-75.5342044, 6.172653)","(-75.5348441, 6.1716357)",76.83775470658776
8475755794,8475755812,"(-75.5349353, 6.1709797)","(-75.5350211, 6.1717717)",24.078728950833145
8475755800,8475755820,"(-75.5339885, 6.1706063)","(-75.5338155, 6.1714503)",30.45067685350591
8475755812,8475755794,"(-75.5350211, 6.1717717)","(-75.5349353, 6.1709797)",24.078728950833145
8475755812,8475755787,"(-75.5350211, 6.1717717)","(-75.5354833, 6.1720081)",52.012097655482094
8475755812,8475755815,"(-75.5350211, 6.1717717)","(-75.5348441, 6.1716357)",20.11827839112321
8475755815,8475755788,"(-75.5348441, 6.1716357)","(-75.5342044, 6.172653)",76.83775470658776
8475755815,8475755812,"(-75.5348441, 6.1716357)","(-75.5350211, 6.1717717)",20.11827839112321
8475755815,8475755820,"(-75.5348441, 6.1716357)","(-75.5338155, 6.1714503)",114.93241211221233
8475755820,8475755800,"(-75.5338155, 6.1714503)","(-75.5339885, 6.1706063)",30.45067685350591
8475755820,8475755815,"(-75.5338155, 6.1714503)","(-75.5348441, 6.1716357)",114.93241211221233
8475755820,8475755828,"(-75.5338155, 6.1714503)","(-75.5335486, 6.171389)",29.841363565823997
8475755822,8475755828,"(-75.5337229, 6.172257)","(-75.5335486, 6.171389)",31.062270244134822
8475755828,8475755820,"(-75.5335486, 6.171389)","(-75.5338155, 6.1714503)",29.841363565823997
8475755828,8475755822,"(-75.5335486, 6.171389)","(-75.5337229, 6.172257)",31.062270244134822
8475755828,8475755851,"(-75.5335486, 6.171389)","(-75.5329397, 6.1706517)",71.01171050668738
8475755850,8475755851,"(-75.5327922, 6.172913)","(-75.5329397, 6.1706517)",65.19893735802165
8475755851,8475755828,"(-75.5329397, 6.1706517)","(-75.5335486, 6.171389)",71.01171050668738
8475755851,8475755850,"(-75.5329397, 6.1706517)","(-75.5327922, 6.172913)",65.19893735802165
8475755851,4276512899,"(-75.5329397, 6.1706517)","(-75.5313818, 6.1695511)",176.58845694287112
8475755973,1868216247,"(-75.553975, 6.1690557)","(-75.5544243, 6.1691371)",50.203788265009635
8475756020,3046465812,"(-75.5731581, 6.1671983)","(-75.5731574, 6.1673157)",3.2672401157948996
8475756023,4048507413,"(-75.575514, 6.1696013)","(-75.5738601, 6.1677598)",191.59082183671484
8475756023,3239993671,"(-75.575514, 6.1696013)","(-75.5756236, 6.170402)",25.412144121789044
8475756023,8475756165,"(-75.575514, 6.1696013)","(-75.5750612, 6.1702299)",53.48272321505254
8475756024,3924033495,"(-75.5753025, 6.1711517)","(-75.575622, 6.1725246)",52.25374846427955
8475756024,8475756152,"(-75.5753025, 6.1711517)","(-75.5741454, 6.1705894)",130.10386216697717
8475756024,3239993671,"(-75.5753025, 6.1711517)","(-75.5756236, 6.170402)",41.46816289593565
8475756025,8475756126,"(-75.5770776, 6.1722953)","(-75.5776647, 6.1723897)",65.58700877241957
8475756025,1657068236,"(-75.5770776, 6.1722953)","(-75.5774573, 6.1715833)",46.78204972244365
8475756025,9277378457,"(-75.5770776, 6.1722953)","(-75.5770998, 6.172554)",7.61038511638374
8475756126,8475756025,"(-75.5776647, 6.1723897)","(-75.5770776, 6.1722953)",65.58700877241957
